filename,label,box_1_coords,box_2_coords
117744458.jpg,0.0,,
93911325.jpg,1.0,,
98244616.jpg,1.0,,
118311123.jpg,0.0,,
110077858.jpg,3.0,,
119277787.jpg,0.0,,
97411303.jpg,0.0,,
77411451.jpg,3.0,,
109377853.jpg,3.0,,
98477951.jpg,1.0,,
93311322.jpg,1.0,,
86678040.jpg,3.0,,
92977984.jpg,1.0,,
80778085.jpg,1.0,,
81811410.jpg,1.0,,
88278033.jpg,2.0,,
122411096.jpg,0.0,,
107211206.jpg,3.0,,
112311178.jpg,3.0,,
75278125.jpg,3.0,,
94144652.jpg,1.0,,
108511205.jpg,3.0,,
117144469.jpg,0.0,,
99211275.jpg,1.0,,
109977845.jpg,3.0,,
91078036.jpg,0.0,,
84011422.jpg,1.0,"{""x1"": 0, ""y1"": 199, ""x2"": 247, ""y2"": 247}","{""x1"": 49, ""y1"": 414, ""x2"": 208, ""y2"": 449}"
76711454.jpg,3.0,,
115944476.jpg,0.0,,
88044700.jpg,2.0,,
95877968.jpg,1.0,,
106177879.jpg,3.0,,
124677768.jpg,0.0,,
112044515.jpg,3.0,,
121111114.jpg,0.0,,
108744527.jpg,3.0,,
118077806.jpg,0.0,,
113077837.jpg,3.0,,
115577840.jpg,0.0,,
112744501.jpg,3.0,,
77644778.jpg,3.0,,
96577990.jpg,1.0,,
104777893.jpg,0.0,,
115111186.jpg,0.0,,
117277794.jpg,0.0,,
91544661.jpg,1.0,,
106277890.jpg,3.0,,
88844692.jpg,2.0,,
95411304.jpg,1.0,,
106377883.jpg,3.0,,
87144697.jpg,3.0,,
96911286.jpg,1.0,"{""x1"": 2, ""y1"": 175, ""x2"": 241, ""y2"": 274}",
101977923.jpg,0.0,,
90278018.jpg,0.0,,
97544613.jpg,0.0,,
107311214.jpg,3.0,,
103011256.jpg,0.0,,
114911146.jpg,0.0,,
111344513.jpg,3.0,,
98611280.jpg,1.0,,
118811117.jpg,0.0,,
82611408.jpg,1.0,"{""x1"": 6, ""y1"": 199, ""x2"": 250, ""y2"": 246}",
105344556.jpg,0.0,,
87478025.jpg,2.0,,
111611175.jpg,1.0,,
110544527.jpg,3.0,"{""x1"": 2, ""y1"": 244, ""x2"": 242, ""y2"": 294}","{""x1"": 116, ""y1"": 419, ""x2"": 192, ""y2"": 492}"
120411109.jpg,0.0,,
116411142.jpg,0.0,,
116311141.jpg,0.0,,
117477805.jpg,0.0,,
100244599.jpg,1.0,"{""x1"": 0, ""y1"": 415, ""x2"": 245, ""y2"": 500}",
120311107.jpg,0.0,,
87678033.jpg,2.0,,
101177979.jpg,1.0,,
86444709.jpg,3.0,,
85978051.jpg,3.0,,
122644422.jpg,0.0,,
83744733.jpg,1.0,,
86344707.jpg,3.0,,
114544496.jpg,0.0,,
119977775.jpg,0.0,,
122877769.jpg,0.0,,
103911241.jpg,0.0,,
119144450.jpg,0.0,,
79044775.jpg,3.0,,
115477810.jpg,0.0,,
78944762.jpg,3.0,"{""x1"": 162, ""y1"": 9, ""x2"": 235, ""y2"": 83}","{""x1"": 129, ""y1"": 339, ""x2"": 249, ""y2"": 399}"
105111227.jpg,0.0,,
84378051.jpg,3.0,,
114777818.jpg,0.0,,
81011442.jpg,1.0,,
81478087.jpg,1.0,"{""x1"": 28, ""y1"": 187, ""x2"": 250, ""y2"": 255}","{""x1"": 73, ""y1"": 412, ""x2"": 227, ""y2"": 449}"
93544657.jpg,1.0,,
77211444.jpg,3.0,,
101677916.jpg,0.0,,
123977773.jpg,0.0,,
84244731.jpg,1.0,,
79411434.jpg,3.0,,
92344664.jpg,1.0,,
79178103.jpg,3.0,,
80878085.jpg,1.0,"{""x1"": 0, ""y1"": 196, ""x2"": 244, ""y2"": 248}","{""x1"": 57, ""y1"": 412, ""x2"": 217, ""y2"": 448}"
91311338.jpg,0.0,,
104411905.jpg,0.0,,
91211333.jpg,0.0,,
77878130.jpg,3.0,,
102244582.jpg,0.0,,
109577865.jpg,3.0,,
99077974.jpg,1.0,,
93677978.jpg,1.0,,
122077771.jpg,0.0,,
109011202.jpg,3.0,,
94377980.jpg,1.0,,
116811135.jpg,0.0,,
114011155.jpg,0.0,,
105577891.jpg,0.0,,
109844525.jpg,3.0,,
80078093.jpg,1.0,,
85511387.jpg,3.0,,
85744718.jpg,3.0,,
124911069.jpg,0.0,,
110444548.jpg,3.0,,
123644414.jpg,0.0,,
89311354.jpg,0.0,,
77744799.jpg,3.0,,
120644445.jpg,0.0,,
97644632.jpg,1.0,"{""x1"": 8, ""y1"": 465, ""x2"": 222, ""y2"": 516}",
76378146.jpg,3.0,,
99444606.jpg,1.0,,
99677987.jpg,1.0,,
113877830.jpg,0.0,,
101044589.jpg,1.0,,
122977760.jpg,0.0,,
88644686.jpg,2.0,,
96011314.jpg,1.0,"{""x1"": 1, ""y1"": 195, ""x2"": 244, ""y2"": 276}",
103344576.jpg,0.0,,
98711279.jpg,1.0,,
108277873.jpg,3.0,,
89211356.jpg,0.0,,
82844739.jpg,1.0,,
99577944.jpg,1.0,"{""x1"": 1, ""y1"": 397, ""x2"": 241, ""y2"": 469}",
82978075.jpg,1.0,,
109711187.jpg,3.0,"{""x1"": 0, ""y1"": 244, ""x2"": 243, ""y2"": 300}","{""x1"": 125, ""y1"": 409, ""x2"": 184, ""y2"": 482}"
90744678.jpg,0.0,,
89411385.jpg,0.0,,
94844640.jpg,1.0,,
123877757.jpg,0.0,,
92144674.jpg,1.0,,
116677842.jpg,0.0,,
100911258.jpg,1.0,,
100444625.jpg,1.0,,
75044792.jpg,3.0,,
81944744.jpg,1.0,,
111944537.jpg,3.0,,
95777972.jpg,1.0,,
115344482.jpg,0.0,,
83211394.jpg,1.0,,
120777785.jpg,0.0,,
104877897.jpg,0.0,,
111844502.jpg,3.0,,
121944428.jpg,0.0,,
100777932.jpg,1.0,,
124344401.jpg,0.0,,
122777751.jpg,0.0,,
92844657.jpg,1.0,,
99911262.jpg,1.0,,
90878001.jpg,0.0,,
96344633.jpg,1.0,,
105211228.jpg,0.0,,
117377799.jpg,0.0,,
106744548.jpg,3.0,,
103444586.jpg,0.0,,
76011485.jpg,3.0,,
89078022.jpg,0.0,,
86778044.jpg,3.0,,
111144513.jpg,3.0,,
104644720.jpg,0.0,,
113211158.jpg,2.0,,
115677855.jpg,0.0,,
100144635.jpg,,"{""x1"": 0, ""y1"": 413, ""x2"": 238, ""y2"": 492}",
100344602.jpg,,"{""x1"": 0, ""y1"": 417, ""x2"": 241, ""y2"": 502}",
93411325.jpg,,"{""x1"": 1, ""y1"": 240, ""x2"": 234, ""y2"": 277}",
90511348.jpg,,,
113544507.jpg,,"{""x1"": 107, ""y1"": 0, ""x2"": 185, ""y2"": 9}",
114311161.jpg,,,
120911093.jpg,,,
102677916.jpg,,,
119644445.jpg,,,
105011232.jpg,,,
102344587.jpg,,,
87244709.jpg,,"{""x1"": 95, ""y1"": 2, ""x2"": 177, ""y2"": 54}",
84711383.jpg,,"{""x1"": 121, ""y1"": 39, ""x2"": 203, ""y2"": 127}","{""x1"": 1, ""y1"": 379, ""x2"": 249, ""y2"": 460}"
